,Date,Heure,Prix,Consommation,Production,Export
51,2021-01-03,3,44.16362206866835,63335.35608675482,"              techno        Volume     Prix
0             eolien   6389.064159        0
1            solaire      0.000000        0
2            fil_eau   2767.193892        0
3       cogeneration   3610.221878        0
4          nucleaire  50720.411877        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3    848.464281  44.2353
5                lac      0.000000       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
52,2021-01-03,4,44.14415596822556,63139.92330691641,"              techno        Volume     Prix
0             eolien   6963.633046        0
1            solaire      0.000000        0
2            fil_eau   2707.009959        0
3       cogeneration   3593.609644        0
4          nucleaire  50611.189391        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3    264.481268  44.2353
5                lac      0.000000       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",5999.999999999993
53,2021-01-03,5,44.166870502430804,64383.68300904055,"              techno        Volume     Prix
0             eolien   7319.723887        0
1            solaire      0.000000        0
2            fil_eau   2768.249750        0
3       cogeneration   3571.630380        0
4          nucleaire  50778.161698        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3    945.917294  44.2353
5                lac      0.000000       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",5999.999999999993
54,2021-01-03,6,44.208014406996114,66091.33002961281,"              techno        Volume     Prix
0             eolien   7649.923662        0
1            solaire      0.000000        0
2            fil_eau   2825.266108        0
3       cogeneration   3585.431313        0
4          nucleaire  50850.474516        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   2180.234431  44.2353
5                lac      0.000000       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
55,2021-01-03,7,49.9412497319463,68153.19896364237,"              techno        Volume     Prix
0             eolien   7954.941713        0
1            solaire      0.000000        0
2            fil_eau   2981.110819        0
3       cogeneration   3556.551583        0
4          nucleaire  51163.578978        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac    497.015872       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
56,2021-01-03,8,55.97572480109953,70088.93940524914,"              techno        Volume     Prix
0             eolien   7970.901960        0
1            solaire    133.279864        0
2            fil_eau   3255.422851        0
3       cogeneration   3555.273719        0
4          nucleaire  51583.646150        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   1425.671715       50
6               ccgt    164.743148   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
57,2021-01-03,9,55.98571568592702,72262.33247994684,"              techno        Volume     Prix
0             eolien   7982.606141        0
1            solaire    572.483010        0
2            fil_eau   3459.203536        0
3       cogeneration   3523.582687        0
4          nucleaire  51923.365746        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2036.895122       50
6               ccgt    764.196238   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
58,2021-01-03,10,55.979939766274896,72986.973860625,"              techno        Volume     Prix
0             eolien   8053.895243        0
1            solaire   1046.771065        0
2            fil_eau   3521.076843        0
3       cogeneration   3527.160707        0
4          nucleaire  51873.148511        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2547.280434       50
6               ccgt    417.641058   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
59,2021-01-03,11,55.98351773035759,74002.37460804722,"              techno        Volume     Prix
0             eolien   8062.052703        0
1            solaire   1381.789149        0
2            fil_eau   3560.565950        0
3       cogeneration   3537.639193        0
4          nucleaire  52167.672595        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2660.336115       50
6               ccgt    632.318903   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
60,2021-01-03,12,55.99637180178015,74618.41271840713,"              techno        Volume     Prix
0             eolien   8051.767211        0
1            solaire   1466.078501        0
2            fil_eau   3612.514187        0
3       cogeneration   3524.093833        0
4          nucleaire  51760.159732        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2800.236067       50
6               ccgt   1403.563189   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
61,2021-01-03,13,55.977659919678665,72048.84341066724,"              techno        Volume     Prix
0             eolien   7929.405318        0
1            solaire   1318.037304        0
2            fil_eau   3538.604094        0
3       cogeneration   3522.560396        0
4          nucleaire  51316.490459        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2142.895578       50
6               ccgt    280.850263   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
62,2021-01-03,14,49.971256926524916,69622.13121644995,"              techno        Volume     Prix
0             eolien   7693.903008        0
1            solaire    961.198118        0
2            fil_eau   3446.110891        0
3       cogeneration   3513.870919        0
4          nucleaire  50725.935773        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   1281.112506       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
63,2021-01-03,15,49.94432719314673,68578.58390019291,"              techno        Volume     Prix
0             eolien   7443.504469        0
1            solaire    414.814857        0
2            fil_eau   3387.405160        0
3       cogeneration   3513.870919        0
4          nucleaire  51032.260908        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac    786.727588       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
64,2021-01-03,16,55.97618654384298,70267.37803031871,"              techno        Volume     Prix
0             eolien   7329.654708        0
1            solaire     45.353661        0
2            fil_eau   3668.263514        0
3       cogeneration   3519.493522        0
4          nucleaire  51266.022137        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2246.142775       50
6               ccgt    192.447713   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
65,2021-01-03,17,56.01215821309105,74142.04531755124,"              techno        Volume     Prix
0             eolien   7420.450779        0
1            solaire      0.000000        0
2            fil_eau   4081.526522        0
3       cogeneration   3534.316746        0
4          nucleaire  51631.603609        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   3123.399794       50
6               ccgt   2350.747867   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
66,2021-01-03,18,56.02942041368342,74803.48968518358,"              techno        Volume     Prix
0             eolien   7328.945363        0
1            solaire      0.000000        0
2            fil_eau   4196.192752        0
3       cogeneration   3530.227581        0
4          nucleaire  51302.429633        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   3059.214453       50
6               ccgt   3386.479903   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
67,2021-01-03,19,56.0201612741092,72453.2511874253,"              techno        Volume     Prix
0             eolien   6987.396080        0
1            solaire      0.000000        0
2            fil_eau   4041.826243        0
3       cogeneration   3539.939348        0
4          nucleaire  50924.544938        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2128.613049       50
6               ccgt   2830.931529   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
68,2021-01-03,20,55.999814428508955,69475.02556423462,"              techno        Volume     Prix
0             eolien   6628.822534        0
1            solaire      0.000000        0
2            fil_eau   3808.903863        0
3       cogeneration   3552.717990        0
4          nucleaire  50360.856473        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   1513.603911       50
6               ccgt   1610.120792   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
69,2021-01-03,21,55.99454959640223,68464.93549017819,"              techno        Volume     Prix
0             eolien   6517.455478        0
1            solaire      0.000000        0
2            fil_eau   3675.865695        0
3       cogeneration   3552.973563        0
4          nucleaire  50086.670369        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   1337.739519       50
6               ccgt   1294.230866   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
70,2021-01-03,22,56.03412659163011,72082.03511919951,"              techno        Volume     Prix
0             eolien   6865.743532        0
1            solaire      0.000000        0
2            fil_eau   3692.125916        0
3       cogeneration   3564.985486        0
4          nucleaire  50122.826778        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   2167.502827       50
6               ccgt   3668.850580   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
71,2021-01-03,23,56.02978726333271,71596.1085062861,"              techno        Volume     Prix
0             eolien   7329.300036        0
1            solaire      0.000000        0
2            fil_eau   3692.548259        0
3       cogeneration   3570.608089        0
4          nucleaire  49759.253996        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   3000.000000  44.2353
5                lac   1835.907245       50
6               ccgt   3408.490882   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
72,2021-01-04,0,44.2274870283858,66446.80058613107,"              techno        Volume     Prix
0             eolien   5072.314856        0
1            solaire      0.000000        0
2            fil_eau   2728.436893        0
3       cogeneration   3589.382104        0
4          nucleaire  53292.253661        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   2764.413073  44.2353
5                lac      0.000000       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
73,2021-01-04,1,44.20601208226288,65165.24968783322,"              techno        Volume     Prix
0             eolien   4866.298529        0
1            solaire      0.000000        0
2            fil_eau   2623.545432        0
3       cogeneration   3586.050307        0
4          nucleaire  52969.190732        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3   2120.164689  44.2353
5                lac      0.000000       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.0
74,2021-01-04,2,44.140573824508905,62009.17115451491,"              techno        Volume     Prix
0             eolien   4649.164286        0
1            solaire      0.000000        0
2            fil_eau   2486.073665        0
3       cogeneration   3581.459831        0
4          nucleaire  52135.456416        8
10  interconnexion_1   3000.000000  24.9697
9            charbon   2000.000000  28.0412
12  interconnexion_3    157.016956  44.2353
5                lac      0.000000       50
6               ccgt      0.000000   56.073
11  interconnexion_2      0.000000  61.5819
7            tac gaz      0.000000  89.0422
13  interconnexion_4      0.000000  191.513
8          tac fioul      0.000000  206.435",6000.000000000007
