"week","day","hour","techno","value"
5,3,16,"consommation",1.00404844478338
5,3,17,"consommation",1.06594245124118
5,3,20,"consommation",0.996466103328942
6,4,3,"consommation",0.851139337298216
6,4,4,"consommation",0.86902888700085
6,4,6,"consommation",1.02226083262532
6,4,7,"consommation",1.06667884451997
6,4,8,"consommation",1.08175785896347
6,4,11,"consommation",1.07746728971963
6,4,12,"consommation",1.06354545454545
6,4,13,"consommation",1.03921665250637
6,4,15,"consommation",0.991731520815633
6,4,19,"consommation",1.06078164825828
6,4,20,"consommation",1.00077145284622
6,5,1,"consommation",0.916941682294948
6,5,6,"consommation",1.04777925587121
6,5,10,"consommation",1.07744996994677
6,5,12,"consommation",1.05522076037378
6,5,15,"consommation",0.979215872437127
6,5,17,"consommation",1.03924695451584
6,5,20,"consommation",0.989411660653013
6,5,21,"consommation",0.955260795246355
6,5,23,"consommation",0.965706972890724
6,6,1,"consommation",0.920875314816562
6,6,4,"consommation",0.884347470975596
6,6,9,"consommation",1.09444005093007
6,6,12,"consommation",1.06074397934863
6,6,13,"consommation",1.02801318495512
6,6,18,"consommation",1.0769299227409
6,6,19,"consommation",1.03742112743864
6,7,0,"consommation",1.00183065594136
6,7,2,"consommation",0.937136300596799
6,7,4,"consommation",0.905139788366731
6,7,12,"consommation",1.05996395341587
6,7,13,"consommation",1.01249713680201
6,7,17,"consommation",1.01938639408316
6,7,18,"consommation",1.08092769079969
6,7,21,"consommation",0.983980905827119
6,7,22,"consommation",1.03082160392159
6,1,0,"consommation",0.995151287689318
6,1,2,"consommation",0.927746393309597
6,1,4,"consommation",0.884002195659285
6,1,8,"consommation",0.983057297656819
6,1,9,"consommation",1.02545331614272
6,1,12,"consommation",1.06504528452028
6,1,18,"consommation",1.12078797194578
6,1,22,"consommation",1.0752434928491
6,2,7,"consommation",1.06751390061992
6,2,9,"consommation",1.0829196039894
6,2,10,"consommation",1.08120091318656
6,2,11,"consommation",1.08333430858373
6,2,13,"consommation",1.05169789504034
6,2,15,"consommation",1.00502117601844
6,2,18,"consommation",1.11735769485585
6,2,19,"consommation",1.06831513454952
50,5,20,"consommation",0.993432857567686
6,2,23,"consommation",0.976649570618957
6,3,1,"consommation",0.904833252257887
50,5,23,"consommation",0.958538206252075
6,3,2,"consommation",0.870110041372001
6,3,8,"consommation",1.07763635675387
50,6,2,"consommation",0.874587374025116
6,3,9,"consommation",1.07648467768149
6,3,10,"consommation",1.07484922391581
6,3,11,"consommation",1.07412833882526
50,6,7,"consommation",1.09239079835296
6,3,12,"consommation",1.0625637786075
50,6,9,"consommation",1.08571905124793
6,3,13,"consommation",1.03906553026418
50,6,10,"consommation",1.07876837811539
50,6,12,"consommation",1.05814011256402
6,3,15,"consommation",0.993883405811477
6,3,16,"consommation",0.995612661492555
6,3,18,"consommation",1.10901309745433
50,6,18,"consommation",1.08017424703063
50,7,0,"consommation",0.983328138036399
50,7,2,"consommation",0.917073164385591
7,4,0,"consommation",0.940669231484002
50,7,3,"consommation",0.888386018631238
7,4,2,"consommation",0.899587083942623
50,7,4,"consommation",0.889875796549601
7,4,7,"consommation",1.09100353429339
50,7,7,"consommation",0.995057908937046
50,7,10,"consommation",1.05398888455806
7,4,13,"consommation",1.01643818772754
50,7,11,"consommation",1.06619591964213
7,4,17,"consommation",1.00841058057635
50,7,14,"consommation",0.983169793377411
50,7,15,"consommation",0.972240666597561
7,4,21,"consommation",0.956087657443298
7,4,22,"consommation",0.986998904662054
50,7,20,"consommation",1.00740656213162
7,5,2,"consommation",0.895830433333483
50,7,22,"consommation",1.03285433299612
7,5,5,"consommation",0.957853646645571
7,5,6,"consommation",1.04953994365532
50,1,2,"consommation",0.92350557067944
7,5,8,"consommation",1.09702033167327
50,1,6,"consommation",0.92196456786868
7,5,9,"consommation",1.0905005547735
50,1,8,"consommation",0.988784692069292
7,5,10,"consommation",1.07988834229905
50,1,15,"consommation",0.960686438032236
7,5,13,"consommation",1.02215210557859
7,5,14,"consommation",0.986553752309345
50,1,18,"consommation",1.11013508523672
7,5,19,"consommation",1.04617173123009
50,1,23,"consommation",1.03018065534564
50,2,1,"consommation",0.862967262068161
50,2,3,"consommation",0.807789850400953
7,5,22,"consommation",0.984356323095195
50,2,5,"consommation",0.911150563986202
50,2,7,"consommation",1.07238364776217
50,2,13,"consommation",1.05192646260641
7,6,2,"consommation",0.896372876374982
50,2,16,"consommation",1.05223004489068
50,2,21,"consommation",0.968948370107105
7,6,6,"consommation",1.054624585731
7,6,8,"consommation",1.10834896395111
50,3,2,"consommation",0.857198808638072
7,6,10,"consommation",1.08950984083546
7,6,14,"consommation",0.985974708943771
50,3,3,"consommation",0.840561742133507
7,6,16,"consommation",0.956774927357245
50,3,4,"consommation",0.862775972455329
7,6,18,"consommation",1.06868541476533
50,3,11,"consommation",1.06628711673551
50,3,13,"consommation",1.02427613780475
7,7,0,"consommation",1.00049557115562
50,3,14,"consommation",0.996992404672157
7,7,1,"consommation",0.982306055879522
50,3,18,"consommation",1.11109733845603
7,7,2,"consommation",0.938114367411046
7,7,4,"consommation",0.90693011015101
7,7,8,"consommation",1.04418945158595
7,7,9,"consommation",1.06279185470545
7,7,11,"consommation",1.07034584766074
7,7,17,"consommation",1.0045131748517
7,7,20,"consommation",1.00540825322616
7,7,22,"consommation",1.03476623825215
7,7,23,"consommation",1.02247721236934
7,1,2,"consommation",0.95850734995874
7,1,5,"consommation",0.925941457174935
7,1,8,"consommation",1.00365304583663
7,1,15,"consommation",0.924462437711945
7,1,16,"consommation",0.928452942081486
7,1,17,"consommation",0.999795795627789
7,1,19,"consommation",1.08467462716172
7,1,23,"consommation",1.04863598854116
7,2,0,"consommation",0.897451621030745
7,2,9,"consommation",1.08975416177317
7,2,14,"consommation",1.00508074680995
7,3,2,"consommation",0.880507791151676
7,3,4,"consommation",0.881002183677344
7,3,5,"consommation",0.948763976382899
7,3,6,"consommation",1.04063181893374
7,3,9,"consommation",1.08511831780589
7,3,12,"consommation",1.05818098790736
7,3,14,"consommation",0.99737953568817
7,3,17,"consommation",1.02438661024657
7,3,19,"consommation",1.05525789209935
7,3,20,"consommation",0.994800748960534
8,4,0,"consommation",0.923582482001965
8,4,4,"consommation",0.877594672888745
8,4,8,"consommation",1.09662586621063
8,4,11,"consommation",1.0773470925142
8,4,12,"consommation",1.05846643642146
8,4,13,"consommation",1.03015542897647
8,4,15,"consommation",0.970651574726152
8,4,16,"consommation",0.964612349215333
8,4,18,"consommation",1.10295774141581
8,4,19,"consommation",1.06299585555457
8,4,20,"consommation",0.99988138819206
8,4,21,"consommation",0.965542557172396
8,4,22,"consommation",1.00063581630024
8,5,0,"consommation",0.932209788222047
8,5,3,"consommation",0.866553495432257
8,5,4,"consommation",0.886384270827275
8,5,6,"consommation",1.04097163458103
8,5,7,"consommation",1.0768946116108
8,5,8,"consommation",1.09059720939879
8,5,14,"consommation",0.992723477341607
8,5,15,"consommation",0.972048448667393
8,5,19,"consommation",1.05458521870806
8,5,22,"consommation",0.996560241428908
8,6,0,"consommation",0.942512032464377
8,6,4,"consommation",0.898213105258094
8,6,7,"consommation",1.09146748891411
8,6,9,"consommation",1.0975531652349
8,6,11,"consommation",1.07274662117308
8,6,12,"consommation",1.05206536067803
8,6,13,"consommation",1.01767529395434
8,6,14,"consommation",0.978450707214707
8,6,15,"consommation",0.952714626522252
8,6,16,"consommation",0.945320162625532
8,6,17,"consommation",0.98902976360799
8,6,21,"consommation",0.962293501500969
8,7,2,"consommation",0.955159957709452
8,7,3,"consommation",0.924611605725793
8,7,4,"consommation",0.92481545261885
8,7,7,"consommation",1.01707512231774
8,7,15,"consommation",0.924698676006747
8,7,16,"consommation",0.920650420120508
8,7,23,"consommation",1.02675426449109
8,1,0,"consommation",1.02874637513869
2,1,20,"consommation",1.04719869062154
2,1,22,"consommation",1.05674675538405
2,2,3,"consommation",0.821129285623252
2,2,4,"consommation",0.845033970636584
2,2,7,"consommation",1.07897970650712
2,2,11,"consommation",1.08344417486659
2,2,14,"consommation",1.02049481779653
2,2,23,"consommation",0.96840994227214
2,3,2,"consommation",0.866925000493592
2,3,3,"consommation",0.845097830571156
2,3,5,"consommation",0.930104710164191
2,3,7,"consommation",1.08302800294218
2,3,10,"consommation",1.075829775346
2,3,11,"consommation",1.07589543965099
2,3,14,"consommation",1.01402546665839
2,3,16,"consommation",1.01872667595383
2,3,17,"consommation",1.08037214801178
2,3,18,"consommation",1.10518793116695
2,3,19,"consommation",1.05275143420677
50,3,22,"consommation",0.994511972994465
2,3,22,"consommation",0.976876329785366
51,4,2,"consommation",0.86119075948676
51,4,3,"consommation",0.839860826003548
2,3,23,"consommation",0.954032250490985
51,4,4,"consommation",0.859575948565478
3,4,2,"consommation",0.871827321500403
51,4,8,"consommation",1.08571631925848
3,4,3,"consommation",0.852928002112142
51,4,9,"consommation",1.08439009478305
3,4,4,"consommation",0.872096207271699
51,4,11,"consommation",1.08532906171166
3,4,5,"consommation",0.937919100461122
51,4,14,"consommation",1.01861360472012
3,4,7,"consommation",1.08567741567843
51,4,15,"consommation",1.00719109855815
51,4,16,"consommation",1.0347744456879
51,4,21,"consommation",0.945856929998114
3,4,9,"consommation",1.08702613983478
51,5,0,"consommation",0.919362850478164
3,4,10,"consommation",1.08151956541301
3,4,11,"consommation",1.07806442620485
3,4,12,"consommation",1.06197509198564
51,5,4,"consommation",0.858672216762129
3,4,14,"consommation",1.00349028907869
51,5,12,"consommation",1.05733009208294
3,4,15,"consommation",0.989935181777448
3,4,18,"consommation",1.10143515274838
3,4,20,"consommation",0.98885104809254
51,5,14,"consommation",1.00622270927357
3,4,22,"consommation",0.978983026191951
3,5,1,"consommation",0.91057122756467
51,5,18,"consommation",1.10401089434311
51,5,19,"consommation",1.05228304481981
3,5,5,"consommation",0.935295995143713
51,5,22,"consommation",0.979771752841762
51,6,2,"consommation",0.865653501645114
3,5,15,"consommation",0.987572441417874
51,6,3,"consommation",0.84306488585273
3,5,16,"consommation",1.0017000061825
51,6,4,"consommation",0.860759055851654
51,6,5,"consommation",0.933237905248644
51,6,6,"consommation",1.03797632357208
3,6,2,"consommation",0.867973812438904
51,6,17,"consommation",1.07286002307454
3,6,3,"consommation",0.850115744332251
51,6,20,"consommation",0.984697627495082
51,6,22,"consommation",0.990164755199037
3,6,7,"consommation",1.08791849705418
51,7,5,"consommation",0.90887766818441
3,6,9,"consommation",1.08624630572871
51,7,7,"consommation",0.997230450146564
3,6,10,"consommation",1.07897907134062
51,7,15,"consommation",0.965770147591113
51,7,17,"consommation",1.07093363961609
51,7,18,"consommation",1.09613941367427
3,6,13,"consommation",1.02491905690488
51,7,19,"consommation",1.06439580494996
3,6,16,"consommation",0.993862714333405
51,7,20,"consommation",1.01750621258244
3,6,18,"consommation",1.09087492438985
51,7,22,"consommation",1.04555231259002
51,7,23,"consommation",1.02892078762545
51,1,0,"consommation",0.990100784845732
3,6,19,"consommation",1.05067392081526
51,1,7,"consommation",0.946917130603242
3,7,0,"consommation",0.983189419263061
51,1,8,"consommation",0.983407390708012
51,1,9,"consommation",1.02774856731263
3,7,1,"consommation",0.964997175094498
51,1,13,"consommation",1.01737061448006
3,7,3,"consommation",0.897689591966146
51,1,17,"consommation",1.07396273795795
3,7,5,"consommation",0.923779093048578
51,1,20,"consommation",1.04725179529139
3,7,6,"consommation",0.960616527342252
51,2,0,"consommation",0.889181844589293
3,7,8,"consommation",1.04054893267633
3,7,12,"consommation",1.06453739697059
3,7,16,"consommation",0.97461785882045
3,7,19,"consommation",1.04785745285407
3,7,22,"consommation",1.02963730647053
3,7,23,"consommation",1.01784769056661
3,1,3,"consommation",0.90373215657207
3,1,9,"consommation",1.02712833094878
3,1,10,"consommation",1.04716621561316
3,1,12,"consommation",1.05590094826579
3,1,15,"consommation",0.944920716092938
3,1,16,"consommation",0.965139596752415
3,1,23,"consommation",1.04934104050671
3,2,0,"consommation",0.882181868624113
3,2,1,"consommation",0.873864874711279
3,2,4,"consommation",0.847577599645707
3,2,6,"consommation",1.01849917716007
3,2,13,"consommation",1.05028124250913
3,2,18,"consommation",1.11848862916332
3,2,19,"consommation",1.0666937972115
3,2,21,"consommation",0.968880203504735
3,2,23,"consommation",0.977629804214432
3,3,1,"consommation",0.901935118255334
3,3,4,"consommation",0.869899936893304
3,3,8,"consommation",1.08709454941372
3,3,9,"consommation",1.08059980384625
3,3,13,"consommation",1.0296619920782
3,3,14,"consommation",0.999813582266884
3,3,16,"consommation",1.00314057465342
3,3,17,"consommation",1.07229126411873
3,3,20,"consommation",0.996605806397911
3,3,22,"consommation",0.98903555753272
3,3,23,"consommation",0.969405706369575
4,4,1,"consommation",0.909900696177212
4,4,13,"consommation",1.0433698585663
4,4,14,"consommation",1.01347275269587
4,4,17,"consommation",1.06614483043093
26,7,0,"consommation",0.95018154643029
26,7,4,"consommation",0.839552693745458
26,7,9,"consommation",1.08877307126133
26,7,10,"consommation",1.12661732269106
26,7,14,"consommation",1.04008669640799
26,7,15,"consommation",1.02574088802207
26,7,16,"consommation",1.03678937255151
26,7,17,"consommation",1.05010782924509
26,7,20,"consommation",1.00467275526779
26,1,1,"consommation",0.896048104089165
26,1,2,"consommation",0.855373414805791
26,1,5,"consommation",0.836292012764234
26,1,9,"consommation",1.06519233314515
26,1,11,"consommation",1.12315854688132
26,1,12,"consommation",1.0675464286025
26,1,15,"consommation",0.997291740948822
26,1,16,"consommation",1.02117855788808
26,1,21,"consommation",1.15836319174382
26,1,22,"consommation",1.10054361090006
26,1,23,"consommation",0.993611574116718
26,2,3,"consommation",0.766372096158887
26,2,7,"consommation",1.07098015914458
26,2,9,"consommation",1.12570765852286
26,2,14,"consommation",1.09120767551709
26,2,17,"consommation",1.08795958893914
26,2,21,"consommation",1.05644655335007
26,3,0,"consommation",0.850051893584645
26,3,3,"consommation",0.793296166085622
26,3,7,"consommation",1.07062855797944
26,3,10,"consommation",1.14377187089857
26,3,11,"consommation",1.14123129174982
26,3,12,"consommation",1.13101275029461
26,3,14,"consommation",1.08773399103344
26,3,19,"consommation",0.973580526585043
26,3,21,"consommation",1.03475055938833
26,3,22,"consommation",0.975581085564757
26,3,23,"consommation",0.880559764247854
27,4,0,"consommation",0.847765876455881
27,4,1,"consommation",0.801434160201212
27,4,2,"consommation",0.779157528029561
27,4,3,"consommation",0.793864405670969
27,4,4,"consommation",0.837646964342557
27,4,6,"consommation",1.0055558811805
27,4,9,"consommation",1.12553467705975
27,4,10,"consommation",1.14824264534683
27,4,19,"consommation",0.972504913248657
27,4,21,"consommation",1.03950190393445
27,4,22,"consommation",0.981692502037675
27,4,23,"consommation",0.886560220771554
27,5,0,"consommation",0.85506494542665
27,5,1,"consommation",0.806854842948484
27,5,3,"consommation",0.796091603119278
27,5,13,"consommation",1.11013781546491
27,5,21,"consommation",1.0382431513431
27,6,0,"consommation",0.863345576066584
27,6,2,"consommation",0.792059264454935
27,6,3,"consommation",0.807830699247102
27,6,5,"consommation",0.940742552708479
17,6,16,"consommation",0.974894218271692
27,6,6,"consommation",1.02310550398238
27,6,7,"consommation",1.0779971894461
17,6,19,"consommation",0.989984287990002
17,6,21,"consommation",1.03110152079805
27,6,11,"consommation",1.14706061138918
27,6,13,"consommation",1.10691170385634
27,6,14,"consommation",1.07767907503019
27,6,15,"consommation",1.05614507581863
27,6,18,"consommation",1.003544074899
17,7,7,"consommation",1.0265850331697
17,7,8,"consommation",1.05925934161488
27,6,19,"consommation",0.958087610861326
17,7,13,"consommation",1.00523424183075
27,6,22,"consommation",0.975012862284977
17,7,16,"consommation",0.970972983822126
27,6,23,"consommation",0.876688129068406
27,7,0,"consommation",0.95137387877667
17,7,19,"consommation",1.02480849228673
27,7,4,"consommation",0.841493482728649
17,7,20,"consommation",1.02708639688134
27,7,5,"consommation",0.874560221433556
27,7,6,"consommation",0.937527608291079
17,7,22,"consommation",1.07655147433583
17,1,0,"consommation",0.991487789387762
17,1,2,"consommation",0.884758614547415
17,1,6,"consommation",0.920630990074697
27,7,21,"consommation",1.09081532825296
27,1,2,"consommation",0.854322499813923
27,1,3,"consommation",0.838725611847159
17,1,15,"consommation",0.937232334128415
27,1,7,"consommation",0.954761720024805
17,1,16,"consommation",0.96875534997607
17,1,17,"consommation",1.03263246950825
27,1,10,"consommation",1.11458125415958
17,1,18,"consommation",1.05167167121679
27,1,12,"consommation",1.06922945253146
27,1,15,"consommation",0.999821326789748
27,1,18,"consommation",1.06502184650175
27,1,20,"consommation",1.07706501315963
17,2,5,"consommation",0.970389714479552
27,1,23,"consommation",0.988905874360552
17,2,6,"consommation",1.03883099347225
27,2,0,"consommation",0.80535053309659
27,2,2,"consommation",0.740864949917348
27,2,3,"consommation",0.769331810466892
17,2,7,"consommation",1.08128046167002
27,2,4,"consommation",0.823920794828494
17,2,8,"consommation",1.09609132247399
17,2,9,"consommation",1.10482527188493
17,2,12,"consommation",1.08426866301023
17,2,13,"consommation",1.04567460594222
17,2,18,"consommation",1.02955970902083
27,2,10,"consommation",1.15280804791185
17,2,19,"consommation",1.01834654469891
17,2,22,"consommation",1.02306787704499
27,2,12,"consommation",1.14450565715977
17,2,23,"consommation",0.944940393018059
27,2,13,"consommation",1.12121664601179
18,3,0,"consommation",0.910529286976157
27,2,14,"consommation",1.09640129375263
