"week","day","hour","techno","value"
40,1,18,"solaire",-7.9434163971973e-05
47,2,21,"solaire",-0.00126318448809449
40,1,19,"solaire",-0.000635473311775784
47,2,22,"solaire",-0.00126318448809449
40,2,1,"solaire",-0.000439628879953839
47,3,4,"solaire",-0.00124214601426398
40,2,4,"solaire",-0.000439628879953839
40,2,8,"solaire",1.73594790397773
47,3,5,"solaire",-0.00124214601426398
40,2,13,"solaire",3.2647573340172
47,3,8,"solaire",1.20662063825603
40,2,14,"solaire",2.71067840231538
47,3,9,"solaire",2.75396192822466
40,2,17,"solaire",0.115768938387844
47,3,11,"solaire",4.44303207842082
40,2,18,"solaire",0.000293085919969226
47,3,14,"solaire",2.48540995994079
47,3,17,"solaire",0.000869502209984784
40,2,20,"solaire",-0.000439628879953839
47,3,19,"solaire",-0.000621073007131988
47,3,20,"solaire",-0.000993716811411181
40,2,22,"solaire",-0.000439628879953839
40,3,8,"solaire",1.80486682197087
40,3,9,"solaire",2.66230317999382
40,3,10,"solaire",3.28815290914704
40,3,12,"solaire",3.4885514608886
40,3,13,"solaire",3.15322911111735
40,3,15,"solaire",1.74356844143815
40,3,18,"solaire",0.000336804288641275
40,3,23,"solaire",-0.000538886861826041
40,4,2,"solaire",-0.000528696469482465
40,4,3,"solaire",-0.000469952417317747
40,4,15,"solaire",1.87405275215884
40,4,16,"solaire",0.875638841567291
40,4,20,"solaire",-0.000234976208658873
40,4,21,"solaire",-0.000411208365153028
40,4,22,"solaire",-0.000411208365153028
40,5,0,"solaire",-0.000332303346802388
40,5,1,"solaire",-0.000332303346802388
40,5,3,"solaire",-0.000332303346802388
40,5,8,"solaire",1.84993273164889
40,5,10,"solaire",3.2232316962009
40,5,13,"solaire",3.13024214298736
40,5,16,"solaire",0.803620260350441
40,5,19,"solaire",-0.000332303346802388
40,6,0,"solaire",-0.000630785854043162
40,6,1,"solaire",-0.000630785854043162
40,6,6,"solaire",0.0808807639517566
40,6,7,"solaire",0.763951756563385
40,6,8,"solaire",1.7646584703443
40,6,9,"solaire",2.60570627573519
40,6,10,"solaire",3.19605174780247
40,6,11,"solaire",3.50345472067284
40,6,12,"solaire",3.47745232602284
40,6,15,"solaire",1.84504862307625
40,6,16,"solaire",0.826609818065006
40,6,21,"solaire",-0.000490611219811348
40,6,22,"solaire",-0.000560698536927255
41,7,0,"solaire",-0.000449462250521697
41,7,2,"solaire",-0.000513671143453368
41,7,3,"solaire",-0.000385253357590026
41,7,8,"solaire",1.75405853710739
41,7,14,"solaire",2.58472898496442
41,7,15,"solaire",1.68715287067259
41,1,0,"solaire",-0.000428959534817216
41,1,2,"solaire",-0.000428959534817216
41,1,4,"solaire",-0.000428959534817216
41,1,5,"solaire",-0.000285973023211477
41,1,7,"solaire",0.648658309899433
41,1,8,"solaire",1.71061913159525
41,1,9,"solaire",2.65218531051904
41,1,11,"solaire",3.62878318478624
41,1,12,"solaire",3.5928935703732
41,1,13,"solaire",3.29519565321005
41,1,16,"solaire",0.659882751060483
41,1,17,"solaire",0.0480434678995281
41,1,19,"solaire",-0.000285973023211477
41,1,20,"solaire",-0.000357466279014346
41,1,21,"solaire",-0.000428959534817216
41,1,22,"solaire",-0.000428959534817216
49,7,18,"solaire",-0.00228068508271138
41,1,23,"solaire",-0.000428959534817216
41,2,0,"solaire",-0.00155827291418678
49,7,20,"solaire",-0.00245612239676611
41,2,1,"solaire",-0.000742034721041322
49,7,21,"solaire",-0.00245612239676611
41,2,2,"solaire",-0.000742034721041322
49,7,22,"solaire",-0.00245612239676611
41,2,3,"solaire",-0.000816238193145454
49,1,0,"solaire",-0.00237655696309971
41,2,12,"solaire",3.59745853108043
41,2,13,"solaire",3.26695626632863
49,1,13,"solaire",3.9904088951132
49,1,16,"solaire",0.0517749909818151
49,1,18,"solaire",-0.000848770343964182
41,2,18,"solaire",-0.000445220832624793
49,1,19,"solaire",-0.00169754068792836
49,1,23,"solaire",-0.00237655696309971
41,2,19,"solaire",-0.000742034721041322
49,2,0,"solaire",-0.00226555546565256
41,2,20,"solaire",-0.00118725555366612
49,2,1,"solaire",-0.00226555546565256
49,2,3,"solaire",-0.00226555546565256
41,3,6,"solaire",0.0572919038110044
41,3,7,"solaire",0.689220041759085
41,3,8,"solaire",1.70306818699224
49,2,14,"solaire",2.49631847236831
41,3,9,"solaire",2.62863684556293
49,2,19,"solaire",-0.00145642851363379
41,3,10,"solaire",3.37436824748437
49,2,20,"solaire",-0.00194190468484505
41,3,13,"solaire",3.27687834576783
41,3,15,"solaire",1.68886229258679
49,2,23,"solaire",-0.00226555546565256
41,3,18,"solaire",-0.000390271824325643
41,3,19,"solaire",-0.000702489283786157
49,3,4,"solaire",-0.00208193917763402
49,3,6,"solaire",-0.00193322923637445
41,3,20,"solaire",-0.0010927611081118
49,3,7,"solaire",0.0349468361959997
41,4,0,"solaire",-0.00244201045731897
49,3,10,"solaire",3.84207004238233
41,4,1,"solaire",-0.000630196247050058
41,4,3,"solaire",-0.000630196247050058
41,4,4,"solaire",-0.00149671608674389
49,3,13,"solaire",4.0084764666518
41,4,5,"solaire",-0.000236323592643772
41,4,7,"solaire",0.659815470661411
49,3,17,"solaire",-0.000297419882519146
41,4,10,"solaire",3.29143622381157
49,3,21,"solaire",-0.00178451929511488
41,4,11,"solaire",3.57596982935467
49,3,22,"solaire",-0.00178451929511488
41,4,12,"solaire",3.60102013017491
49,3,23,"solaire",-0.00178451929511488
41,4,15,"solaire",1.74682522229188
50,4,1,"solaire",-0.001773599964528
50,4,2,"solaire",-0.001773599964528
41,4,21,"solaire",-0.000315098123525029
41,4,22,"solaire",-0.000472647185287543
50,4,13,"solaire",3.92675032146499
41,5,5,"solaire",-0.000422282436569659
50,4,17,"solaire",0.0005320799893584
50,5,1,"solaire",-0.00183979946185866
41,5,7,"solaire",0.709997536685787
41,5,8,"solaire",1.73726994404758
50,5,2,"solaire",-0.00183979946185866
50,5,3,"solaire",-0.00183979946185866
41,5,10,"solaire",3.34961466727663
50,5,4,"solaire",-0.00183979946185866
41,5,16,"solaire",0.688953795263399
41,5,17,"solaire",0.0586972586831826
50,5,8,"solaire",0.797737046661914
41,5,20,"solaire",-0.000563043248759545
41,6,2,"solaire",-0.000508130081300813
41,6,9,"solaire",2.7401549796748
41,6,11,"solaire",3.59355945121951
41,6,13,"solaire",3.21506605691057
41,6,14,"solaire",2.61032774390244
41,6,15,"solaire",1.71176321138211
41,6,20,"solaire",-0.00038109756097561
41,6,22,"solaire",-0.000508130081300813
42,7,0,"solaire",-0.000423426045994654
42,7,2,"solaire",-0.000423426045994654
42,7,3,"solaire",-0.000352855038328879
42,7,8,"solaire",1.65171443441748
42,7,9,"solaire",2.67591146867088
42,7,11,"solaire",3.79425022715043
42,7,13,"solaire",3.34047864785949
42,7,19,"solaire",-0.000564568061326206
42,1,0,"solaire",-0.000634887043013597
42,1,1,"solaire",-0.000634887043013597
42,1,5,"solaire",-0.000634887043013597
42,1,11,"solaire",3.83567007036665
42,1,14,"solaire",2.46923443204063
42,1,16,"solaire",0.468149833342151
42,1,19,"solaire",-0.000476165282260198
42,2,1,"solaire",-0.000800725991565686
42,2,3,"solaire",-0.000640580793252549
42,2,6,"solaire",0.0359525970212993
42,2,7,"solaire",0.64266268083062
42,2,9,"solaire",2.7689905514333
42,2,10,"solaire",3.47595152938664
42,2,13,"solaire",3.27993380665136
42,2,18,"solaire",-0.00056050819409598
42,2,19,"solaire",-0.000800725991565686
42,2,21,"solaire",-0.000800725991565686
42,2,23,"solaire",-0.000800725991565686
42,3,0,"solaire",-0.000842884965358705
42,3,3,"solaire",-0.000613007247533604
42,3,4,"solaire",-0.000459755435650203
42,3,8,"solaire",1.59136681459724
42,3,16,"solaire",0.55561444398327
50,5,18,"solaire",-0.00128785962330106
50,5,19,"solaire",-0.00220775935423039
50,5,22,"solaire",-0.00220775935423039
42,3,23,"solaire",-0.000459755435650203
42,4,0,"solaire",-0.000481315595962297
42,4,1,"solaire",-0.000641754127949729
50,6,5,"solaire",-0.00216851140727355
50,6,6,"solaire",-0.00216851140727355
42,4,6,"solaire",0.0348151614412728
50,6,11,"solaire",4.63645809803479
42,4,7,"solaire",0.659803462798315
42,4,8,"solaire",1.81576308576777
42,4,15,"solaire",1.45991042181964
50,6,16,"solaire",0.0592726451321437
50,6,17,"solaire",-0.0014456742715157
42,4,17,"solaire",0.0213383247543285
42,4,18,"solaire",-0.000481315595962297
42,4,20,"solaire",-0.000481315595962297
50,6,21,"solaire",-0.00252992997515247
42,4,22,"solaire",-0.000481315595962297
50,6,22,"solaire",-0.00252992997515247
50,6,23,"solaire",-0.00271063925909194
42,5,2,"solaire",-0.000382182340787216
50,7,6,"solaire",-0.00226899779177893
42,5,8,"solaire",1.61472038982599
42,5,11,"solaire",3.76115196127219
42,5,14,"solaire",2.6697347415691
50,7,12,"solaire",4.73312939365086
50,7,13,"solaire",4.05356455501307
42,6,1,"solaire",-0.000516499282639885
50,7,16,"solaire",0.0424626729604344
50,7,18,"solaire",-0.00178278397925488
42,6,4,"solaire",-0.000516499282639885
50,7,19,"solaire",-0.00194485525009623
42,6,6,"solaire",0.0259110473457676
50,7,23,"solaire",-0.00226899779177893
42,6,8,"solaire",1.58978479196557
42,6,11,"solaire",3.80229555236729
50,1,0,"solaire",-0.0023028209556707
42,6,14,"solaire",2.66281205164993
42,6,17,"solaire",0.0225538020086083
42,6,19,"solaire",-0.000516499282639885
50,1,5,"solaire",-0.00249472270197659
42,6,22,"solaire",-0.000516499282639885
43,7,0,"solaire",-0.00050824844878338
50,1,13,"solaire",3.9414699673767
43,7,3,"solaire",-0.00050824844878338
43,7,5,"solaire",0.00796255903093962
50,1,19,"solaire",-0.00211091920936481
43,7,12,"solaire",3.79873361428178
43,7,14,"solaire",2.49566929967599
50,1,20,"solaire",-0.0023028209556707
43,7,21,"solaire",-0.00050824844878338
50,2,4,"solaire",-0.00222546769594548
43,1,2,"solaire",-0.000357424754642799
43,1,5,"solaire",-0.000357424754642799
43,1,11,"solaire",3.79129372868483
50,2,9,"solaire",2.4040614785451
50,2,10,"solaire",3.9346268864316
43,1,18,"solaire",-0.000268068565982099
43,1,22,"solaire",-0.000446780943303498
50,2,14,"solaire",2.666852122308
43,2,0,"solaire",-0.000714341522217137
50,2,17,"solaire",0.00018545564132879
43,2,1,"solaire",-0.000625048831939995
50,2,23,"solaire",-0.00259637897860306
50,3,1,"solaire",-0.00200741628795271
43,2,12,"solaire",3.77172323730649
43,2,13,"solaire",3.52000714341522
43,2,15,"solaire",1.63119886598283
50,3,5,"solaire",-0.00214124404048289
43,2,17,"solaire",0.00919714709854564
50,3,7,"solaire",0.0157916747985614
50,3,8,"solaire",0.710357710430201
43,2,23,"solaire",-0.000714341522217137
50,3,10,"solaire",3.81529539688293
43,3,2,"solaire",-0.000624447104126555
43,3,3,"solaire",-0.000520372586772129
43,3,5,"solaire",-0.000520372586772129
43,3,9,"solaire",2.63870531300411
43,3,10,"solaire",3.44902950512567
50,3,17,"solaire",-0.000133827752530181
43,3,11,"solaire",3.90966331893636
43,3,16,"solaire",0.42961960763907
43,3,17,"solaire",0.0111359733569236
43,3,22,"solaire",-0.000832596138835406
43,3,23,"solaire",-0.000832596138835406
43,4,0,"solaire",-0.000695599247883313
43,4,3,"solaire",-0.000521699435912485
43,4,6,"solaire",0.0138250350516808
43,4,8,"solaire",1.6047474648668
43,4,9,"solaire",2.64345104176856
43,4,14,"solaire",2.67962220265849
43,4,16,"solaire",0.44613996761116
43,4,17,"solaire",0.0073907420087602
43,4,18,"solaire",-0.000608649341897899
43,4,22,"solaire",-0.000695599247883313
43,4,23,"solaire",-0.000782549153868727
43,5,0,"solaire",-0.000706979210392594
43,5,5,"solaire",-0.000706979210392594
43,5,6,"solaire",0.0164372666416278
43,5,10,"solaire",3.45500740118861
43,5,12,"solaire",3.86726465324879
43,5,13,"solaire",3.42248635751055
43,5,14,"solaire",2.63897664759296
43,5,17,"solaire",0.00724653690652409
43,6,1,"solaire",-0.000346419073256808
43,6,5,"solaire",-0.000346419073256808
43,6,9,"solaire",2.66656081639428
43,6,11,"solaire",3.86179322389859
43,6,14,"solaire",2.67539450276233
43,6,17,"solaire",0.00935331497793383
43,6,21,"solaire",-0.000519628609885213
43,6,22,"solaire",-0.000519628609885213
44,7,0,"solaire",-0.00060797395844878
44,7,1,"solaire",-0.000683970703254877
44,7,3,"solaire",-0.00091196093767317
44,7,6,"solaire",0.00341985351627439
44,7,8,"solaire",1.51157525419328
44,7,11,"solaire",4.00160859776506
44,7,15,"solaire",1.43907435964826
44,7,16,"solaire",0.305126930396481
44,7,17,"solaire",0.00387583398511097
44,7,22,"solaire",-0.000759967448060975
44,1,1,"solaire",-0.000854531576499491
44,1,8,"solaire",1.45783086950813
44,1,9,"solaire",2.56861510251041
51,4,6,"solaire",-0.00232637037755053
44,1,11,"solaire",4.00529631550018
44,1,12,"solaire",4.02751413648917
51,4,10,"solaire",3.8778655551786
44,1,15,"solaire",1.48731220889736
51,4,13,"solaire",4.04807832113604
44,1,20,"solaire",-0.000534082235312182
51,4,18,"solaire",-0.0019386419812921
44,1,21,"solaire",-0.000640898682374619
44,1,22,"solaire",-0.000640898682374619
51,4,20,"solaire",-0.00271409877380895
51,4,22,"solaire",-0.00271409877380895
51,4,23,"solaire",-0.00271409877380895
51,5,2,"solaire",-0.00286899943644654
51,5,3,"solaire",-0.00286899943644654
51,5,7,"solaire",0.00676264152876684
51,5,10,"solaire",3.84712331574363
51,5,17,"solaire",0
51,5,21,"solaire",-0.00204928531174753
51,5,23,"solaire",-0.00225421384292228
51,6,1,"solaire",-0.00249238438105788
51,6,7,"solaire",0.00540016615895874
51,6,9,"solaire",1.99723068402105
51,6,16,"solaire",0.0749792301301578
51,6,18,"solaire",-0.00186928828579341
51,6,23,"solaire",-0.00249238438105788
51,7,0,"solaire",-0.00230709018250731
51,7,2,"solaire",-0.00230709018250731
51,7,4,"solaire",-0.00230709018250731
51,7,8,"solaire",0.632637086474684
51,7,9,"solaire",2.33378651176204
51,7,11,"solaire",4.81324928933383
51,7,12,"solaire",4.75886787788901
51,7,14,"solaire",2.53120751452231
51,1,2,"solaire",-0.00304781255952759
51,1,3,"solaire",-0.00266683598958664
51,1,4,"solaire",-0.00285732427455711
51,1,5,"solaire",-0.00266683598958664
51,1,6,"solaire",-0.00247634770461617
51,1,10,"solaire",3.72423645945774
51,1,11,"solaire",4.61553114483459
51,1,12,"solaire",4.76487396025144
51,1,14,"solaire",2.84760937202362
51,1,15,"solaire",1.10940377166804
51,1,16,"solaire",0.0782906851228649
51,1,18,"solaire",-0.00190488284970474
51,1,22,"solaire",-0.00304781255952759
51,2,1,"solaire",-0.00343688746878608
51,2,2,"solaire",-0.00343688746878608
44,2,3,"solaire",-0.000638362953669922
44,2,4,"solaire",-0.000638362953669922
48,7,6,"solaire",-0.00150814397747838
48,7,8,"solaire",0.938065553991554
48,7,12,"solaire",4.68489845163885
48,7,19,"solaire",-0.00120651518198271
48,7,20,"solaire",-0.00120651518198271
48,7,23,"solaire",-0.00120651518198271
48,1,1,"solaire",-0.00113244271432363
48,1,5,"solaire",-0.00113244271432363
48,1,7,"solaire",0.0687958948951606
48,1,14,"solaire",2.57956294788994
48,1,15,"solaire",1.07398035919667
48,1,16,"solaire",0.0832345395027869
48,1,17,"solaire",0.000424666017871362
48,1,19,"solaire",-0.000990887375033177
48,1,21,"solaire",-0.00141555339290454
48,2,3,"solaire",-0.00158057647136303
48,2,6,"solaire",-0.00144886176541611
48,2,7,"solaire",0.0628279147366804
48,2,9,"solaire",2.53089807477005
48,2,12,"solaire",4.46670910807192
48,2,17,"solaire",0.00158057647136303
48,2,18,"solaire",0
48,2,21,"solaire",-0.00105371764757535
48,2,22,"solaire",-0.00105371764757535
48,2,23,"solaire",-0.00131714705946919
48,3,2,"solaire",-0.00109547773099175
48,3,3,"solaire",-0.00109547773099175
48,3,4,"solaire",-0.00109547773099175
48,3,5,"solaire",-0.00109547773099175
48,3,7,"solaire",0.0911985211050632
48,3,8,"solaire",1.02468248262641
48,3,10,"solaire",3.94029646366095
48,3,11,"solaire",4.62195748177057
48,3,12,"solaire",4.48420115709835
48,3,17,"solaire",0.000547738865495875
48,3,18,"solaire",-0.000821608298243812
48,3,21,"solaire",-0.00136934716373969
48,4,0,"solaire",-0.0013675447443546
48,4,2,"solaire",-0.0013675447443546
48,4,3,"solaire",-0.0013675447443546
48,4,6,"solaire",-0.0013675447443546
48,4,7,"solaire",0.0612660045470863
48,4,11,"solaire",4.59440332313373
48,4,14,"solaire",2.49549564949828
48,4,17,"solaire",0.000683772372177302
48,4,18,"solaire",-0.000683772372177302
48,4,21,"solaire",-0.00109403579548368
48,4,22,"solaire",-0.00109403579548368
48,4,23,"solaire",-0.00109403579548368
48,5,2,"solaire",-0.00127147827008318
48,5,6,"solaire",-0.0011302029067406
48,5,7,"solaire",0.069507478764547
48,5,13,"solaire",3.84735196990835
48,5,14,"solaire",2.48079538029562
48,5,16,"solaire",0.0529782612534657
48,5,19,"solaire",-0.0011302029067406
48,5,21,"solaire",-0.00141275363342575
48,6,7,"solaire",0.0440991731405036
48,6,11,"solaire",4.51671531158791
48,6,13,"solaire",3.97447547858478
48,6,15,"solaire",1.07232989381449
48,6,16,"solaire",0.0752985881514722
48,6,19,"solaire",-0.0008999831253164
48,6,20,"solaire",-0.00104998031286913
49,7,6,"solaire",-0.00245612239676611
49,7,7,"solaire",0.0240349120254969
49,7,8,"solaire",0.818590507379332
49,7,9,"solaire",2.49366598197382
49,7,17,"solaire",-0.00122806119838305
49,1,3,"solaire",-0.00237655696309971
49,1,5,"solaire",-0.00237655696309971
49,1,10,"solaire",3.95357226218516
49,1,11,"solaire",4.66925541621576
49,1,17,"solaire",0.00152778661913553
28,1,15,"solaire",2.04353454284747
28,1,17,"solaire",0.871737825435075
28,1,21,"solaire",-0.000273122213655542
49,2,7,"solaire",0.0385144429160935
28,1,23,"solaire",-0.000273122213655542
49,2,8,"solaire",0.915608058904442
28,2,0,"solaire",-0.00035542742616242
28,2,1,"solaire",-0.000315935489922152
28,2,5,"solaire",0.136089212283967
28,2,7,"solaire",1.13179940070987
28,2,8,"solaire",1.75363942874914
28,2,18,"solaire",0.343421877545379
28,2,19,"solaire",0.0591194285516826
28,2,21,"solaire",-0.000315935489922152
28,3,6,"solaire",0.533343764975111
28,3,9,"solaire",2.1832904658054
28,3,10,"solaire",2.50871857060429
28,3,13,"solaire",2.7239885382336
28,3,18,"solaire",0.350385807751362
28,3,19,"solaire",0.0582085611180112
29,4,1,"solaire",-0.000290685351275079
29,4,3,"solaire",-0.000290685351275079
29,4,4,"solaire",0.0031248675262071
29,4,9,"solaire",2.27294143295766
29,4,10,"solaire",2.63012105833692
29,4,11,"solaire",2.8360352940464
29,4,14,"solaire",2.42071859841213
29,4,20,"solaire",-0.000254349682365694
29,4,21,"solaire",-0.000290685351275079
29,5,6,"solaire",0.525808306426644
29,5,7,"solaire",1.16689027476767
29,5,9,"solaire",2.28986490139128
29,5,10,"solaire",2.61732545053346
29,5,12,"solaire",2.79629056275525
29,5,13,"solaire",2.67279991743701
29,5,14,"solaire",2.42672288813206
29,5,20,"solaire",0.000157262840265184
29,5,22,"solaire",-0.000117947130198888
29,6,4,"solaire",0.00215648121754434
29,6,5,"solaire",0.113847336002082
29,6,6,"solaire",0.511309132821892
29,6,8,"solaire",1.76571194864104
29,6,11,"solaire",2.73776444780448
29,6,18,"solaire",0.329458277045869
49,3,12,"solaire",4.59454234515577
49,4,0,"solaire",-0.00177211139689142
49,4,1,"solaire",-0.00177211139689142
49,4,4,"solaire",-0.00177211139689142
49,4,7,"solaire",0.0386910988321294
49,4,8,"solaire",0.884283587048819
49,4,9,"solaire",2.5224528975252
49,4,10,"solaire",3.89524852631709
49,4,11,"solaire",4.59744766733531
49,4,12,"solaire",4.62905032057987
49,4,13,"solaire",3.94427694163108
49,4,16,"solaire",0.0539017216554474
49,4,17,"solaire",-0.000295351899481904
49,4,19,"solaire",-0.00177211139689142
49,5,0,"solaire",-0.00196523053665911
49,5,5,"solaire",-0.00196523053665911
49,5,7,"solaire",0.0323507180650038
49,5,8,"solaire",0.88238851095994
49,5,9,"solaire",2.54104308390023
49,5,11,"solaire",4.63174603174603
49,5,13,"solaire",3.92683295540438
49,5,15,"solaire",0.912622826908541
49,5,20,"solaire",-0.0018140589569161
49,5,21,"solaire",-0.0018140589569161
49,6,1,"solaire",-0.00206281560004297
49,6,4,"solaire",-0.00206281560004297
49,6,6,"solaire",-0.00206281560004297
49,6,10,"solaire",3.80400386777925
49,6,11,"solaire",4.61486229989614
49,6,13,"solaire",4.01664577588368
50,7,8,"solaire",0.733696643098803
50,7,9,"solaire",2.32086059844817
50,7,21,"solaire",-0.00226899779177893
50,1,1,"solaire",-0.00268662444828248
50,1,9,"solaire",2.442909230474
50,2,0,"solaire",-0.00222546769594548
50,2,2,"solaire",-0.00222546769594548
50,2,6,"solaire",-0.00222546769594548
50,2,18,"solaire",-0.00166910077195911
50,3,0,"solaire",-0.00187358853542253
50,3,6,"solaire",-0.00187358853542253
50,3,12,"solaire",4.73228315721973
50,3,20,"solaire",-0.00133827752530181
50,4,4,"solaire",-0.001773599964528
50,4,5,"solaire",-0.001773599964528
50,4,8,"solaire",0.813018223739636
50,4,23,"solaire",-0.001773599964528
50,5,0,"solaire",-0.00183979946185866
50,5,5,"solaire",-0.00183979946185866
50,5,7,"solaire",0.0248372927350919
50,5,10,"solaire",3.90258261849458
50,6,8,"solaire",0.63212107522024
50,6,19,"solaire",-0.00252992997515247
51,7,10,"solaire",4.00098875293536
51,7,13,"solaire",3.96704156882132
51,1,1,"solaire",-0.00285732427455711
29,6,21,"solaire",0.000111542131941949
29,6,22,"solaire",-3.71807106473162e-05
29,7,0,"solaire",-0.000138102670704252
51,1,19,"solaire",-0.00247634770461617
51,1,21,"solaire",-0.00304781255952759
29,7,3,"solaire",-0.000276205341408503
51,2,6,"solaire",-0.00322208200198695
29,7,10,"solaire",2.57340516590303
29,7,12,"solaire",2.79972091751962
51,2,10,"solaire",3.72623043256451
29,7,14,"solaire",2.49610219597632
51,2,15,"solaire",1.12815831162903
29,7,15,"solaire",2.09774504232991
51,2,16,"solaire",0.0796928281824772
51,2,18,"solaire",-0.0021480546679913
29,7,16,"solaire",1.54481647449776
51,2,20,"solaire",-0.00343688746878608
51,2,21,"solaire",-0.00322208200198695
29,7,19,"solaire",0.0458500866738116
51,2,23,"solaire",-0.00300727653518782
51,3,1,"solaire",-0.00302902818679007
51,3,2,"solaire",-0.0028270929743374
51,3,6,"solaire",-0.0028270929743374
29,1,2,"solaire",-0.000265597636181038
51,3,7,"solaire",0.00686579722339083
29,1,4,"solaire",0.00199198227135778
29,1,6,"solaire",0.495970385863566
51,3,17,"solaire",-0.000605805637358014
29,1,11,"solaire",2.80849580438734
51,3,19,"solaire",-0.00242322254943206
29,1,13,"solaire",2.65086360731389
51,3,22,"solaire",-0.00242322254943206
29,1,19,"solaire",0.0440892076060523
51,4,5,"solaire",-0.00213250617942132
29,1,20,"solaire",0.000165998522613149
51,4,12,"solaire",4.7227257306257
29,2,0,"solaire",-0.000201302314137853
51,4,17,"solaire",-0.00019386419812921
29,2,3,"solaire",-0.000301953471206779
51,4,19,"solaire",-0.00232637037755053
29,2,7,"solaire",1.14198802810404
29,2,10,"solaire",2.60991805318295
29,2,11,"solaire",2.78219928369927
51,5,6,"solaire",-0.00266407090527179
29,2,13,"solaire",2.69050607960947
29,2,15,"solaire",2.06210735564248
51,5,15,"solaire",1.02710179824786
29,2,19,"solaire",0.0448233152813619
29,2,20,"solaire",3.35503856896422e-05
29,2,21,"solaire",0
29,2,22,"solaire",0
51,6,8,"solaire",0.525477707006369
29,3,4,"solaire",0.00305202497841495
51,6,12,"solaire",4.84062586541124
51,6,13,"solaire",4.25470783716422
29,3,8,"solaire",1.82665301287071
29,3,9,"solaire",2.31886432544224
29,3,10,"solaire",2.6330943919041
29,3,12,"solaire",2.78894042527559
51,6,19,"solaire",-0.00249238438105788
29,3,17,"solaire",0.859578740236532
29,3,18,"solaire",0.301893460233319
29,3,23,"solaire",-0.000257012629761259
30,4,0,"solaire",-0.000301960383426779
30,4,2,"solaire",-0.000301960383426779
52,7,2,"solaire",-0.00188586582850408
30,4,5,"solaire",0.0956459514504321
52,7,3,"solaire",-0.00188586582850408
30,4,7,"solaire",1.08400003145421
30,4,9,"solaire",2.27059110317766
52,7,9,"solaire",2.13668598369512
30,4,13,"solaire",2.73644048470932
30,4,14,"solaire",2.47301779521739
52,7,14,"solaire",2.79076711521462
30,4,15,"solaire",2.06922127247993
52,7,16,"solaire",0.0845496513112661
30,4,19,"solaire",0.0381224984076308
52,1,2,"solaire",-0.00239552221616517
30,4,22,"solaire",-0.000301960383426779
52,1,3,"solaire",-0.00257979315587018
52,1,5,"solaire",-0.00239552221616517
52,1,10,"solaire",3.70992682908103
52,1,14,"solaire",2.83629830393956
52,1,15,"solaire",1.1284752347535
52,1,22,"solaire",-0.00221125127646016
52,2,5,"solaire",-0.00213306472518275
52,2,7,"solaire",0.00639919417554826
52,2,8,"solaire",0.562595821266952
52,2,9,"solaire",2.14746291207774
52,2,12,"solaire",4.76775517157099
52,2,13,"solaire",4.11201552397106
52,2,14,"solaire",2.83999792618707
52,2,19,"solaire",-0.00142204315012184
52,2,21,"solaire",-0.00248857551271321
52,2,22,"solaire",-0.00231082011894798
52,2,23,"solaire",-0.00248857551271321
52,3,3,"solaire",-0.00175975656700823
52,3,5,"solaire",-0.00205304932817627
52,3,7,"solaire",0.0045460377981046
52,3,8,"solaire",0.522207761259692
52,3,12,"solaire",4.79079060729932
52,3,13,"solaire",4.3156563342071
52,3,20,"solaire",-0.00175975656700823
52,3,21,"solaire",-0.00205304932817627
52,4,0,"solaire",-0.00238462710393662
52,4,3,"solaire",-0.00238462710393662
52,4,4,"solaire",-0.00222565196367418
52,4,5,"solaire",-0.00254360224419906
52,4,7,"solaire",0.0046102790676108
52,4,10,"solaire",3.56231494300079
52,4,13,"solaire",4.29089801082356
52,4,15,"solaire",1.2656010916293
52,4,19,"solaire",-0.00174872654288686
52,4,20,"solaire",-0.0019077016831493
52,4,23,"solaire",-0.0019077016831493
52,5,0,"solaire",-0.00238415454212006
52,5,4,"solaire",-0.00238415454212006
52,5,5,"solaire",-0.00220075803888006
52,5,7,"solaire",0.00660227411664018
52,5,9,"solaire",2.19984105636386
52,5,11,"solaire",4.65295268370216
52,5,14,"solaire",2.77515588702775
52,5,15,"solaire",1.12146961731263
52,5,16,"solaire",0.0828952194644822
52,5,17,"solaire",-0.000183396503240005
52,5,19,"solaire",-0.00238415454212006
52,5,20,"solaire",-0.00256755104536007
52,5,22,"solaire",-0.00256755104536007
52,6,3,"solaire",-0.00250456561440125
52,6,6,"solaire",-0.00250456561440125
52,6,8,"solaire",0.55207782043159
52,6,11,"solaire",4.66743691998062
52,6,13,"solaire",4.11643248481234
52,6,14,"solaire",2.83212701725616
52,6,20,"solaire",-0.00214677052662964
52,6,21,"solaire",-0.00214677052662964
52,6,23,"solaire",-0.00214677052662964
53,7,1,"solaire",-0.00280267421831664
53,7,5,"solaire",-0.00280267421831664
53,7,9,"solaire",1.87498905205383
53,7,14,"solaire",3.14810381572417
53,7,16,"solaire",0.148541733570782
53,7,18,"solaire",-0.00350334277289581
53,1,4,"solaire",-0.00230547550432277
53,1,17,"solaire",-0.00115273775216138
53,1,21,"solaire",-0.00230547550432277
53,1,22,"solaire",-0.00230547550432277
48,4,5,"solaire",-0.0013675447443546
48,5,0,"solaire",-0.0011302029067406
48,5,4,"solaire",-0.00141275363342575
48,5,9,"solaire",2.61119254066082
48,5,23,"solaire",-0.00141275363342575
